,drama_name,org_net,director,screenwriter,start_dt,end_dt,aired_on,year,tot_eps,time_per_ep,synopsis,actor_list
39,Bo Ra! Deborah,ENA TVING,"['Seo Min Jung', 'Lee Tae Gon']",['Ah Kyung'],2023-04-12,2023-05-25,"Wednesday, Thursday",2023,14,300.0,"The series follows the romantic journey of Yeon Bo Ra, a celebrated love coach and successful author of romance novels, and Lee Soo Hyuk, a charming man who grapples with matters of the heart.As a discerning publishing planner, Soo Hyuk is not easily impressed and initially has a negative impression of Bo Ra. However, their lives become entangled unexpectedly, and he becomes increasingly drawn to her.Meanwhile, Han Sang Jin, Soo Hyuk's friend and business associate, heads the Jinri book publishing company.(Source:  CK Warrior at MyDramaList)","['Yoo In Na', 'Yoon Hyun Min', 'Joo Sang Wook', 'Hwang Chan Sung']"
40,Pale Moon,ENA Genie TV,"['Yoo Jong Sun', 'Kim Seung Woo']",['No Yoon Soo'],2023-04-10,2023-05-09,"Monday, Tuesday",2023,10,390.0,"Yoo Yi Hwa lives with her husband, who is indifferent to her. Yoo Yi Hwa's life as a housewife is comfortable but boring. She begins to work at a bank as a contract worker. While working at the bank, she regains her confidence. But, Yoo Yi Hwa begins to steal money from her clients.(Source: AsianWiki)~~ Adapted from the novel ""Kami no Tsuki""(紙の月) by Mitsuyo Kakuta (角田光代). ","['Yoo  Sun', 'Kim Seo Hyung', 'Seo Young Hee', 'Lee Shi Woo']"
41,Decoy: Part 2,,['Kim Hong Seon'],['Kim Jin Wook'],2023-04-07,2023-04-21,Friday,2023,6,580.0,"Just under a decade ago, South Korea was shaken to the core by a financial fraud project. Thousands of unsuspecting victims were tricked into investing their life savings. After the project was exposed as a scam, its mastermind Noh Sang Cheon ran away to China in a bid to escape the police. But he was soon after reported to have died in mysterious circumstances. The trail went cold. But some eight years after he was reported dead, the evidence appears to suggest that the notorious fraudster is still alive! A spate of killings begins, with Noh Sang Cheon apparently linked to the deaths.Trying to piece together the truth is the police officer and former lawyer Goo Do Han. Also on a quest for truth is a reporter named Cheon Na Yeon. She believes that a number of the murders have been covered – and that police investigations into the death may have been botched. The stakes begin to rise as games become deadly. What is really happening? And what role does Noh Sang Cheon play in these fatal events?(Source: Viki)","['Jang Geun Suk', 'Heo Sung Tae', 'Lee Elijah']"
42,Joseon Attorney: A Morality,MBC,"['Lee Han Joon', 'Kim Seung Ho']","['Choi Jin Young', 'Jung Ho Rak']",2023-03-31,2023-05-20,"Friday, Saturday",2023,16,262.0,"Kang Han Su is a devious lawyer who meticulously plans his lawsuits and exploits the emotions of his clients for personal gain. However, as he unintentionally gains a reputation as a hero and problem solver among the common people, he begins to see the value in seeking true justice. Over time, Kang Han Su matures into a just and ethical lawyer. One of his clients, Yi Yun Ju, initially hires him to seek revenge but ultimately becomes a supporter of his mission to uphold the law and defend the innocent. This transformation reflects Kang Han Su's growth as a legal professional and as a person.(Source: Soompi; Naver; edited by CK Warrior at MyDramaList)~~ Adapted from the webtoon “Joseon Lawyer” (조선변호사) written by Jeongjae & Shim Gun (정작가&심군).","['Woo Do Hwan', 'Bona', 'Cha Hak Yeon']"
43,Duty After School: Part 1,TVING,['Sung Yong Il'],['Lee Nam Gyu'],"Mar 31, 2023","Mar 31, 2023",Friday,2023,6,740.0,"The students and teachers at Sungjin High School receive a terrifying shock when they witness the start of an alien invasion. Coming from the skies, horrific “eggs” hatch violent insect-like creatures that attack humans. The invasion is worldwide, and the South Korean military fears it will be overwhelmed. In desperation, the President announces that mandatory conscription will begin – and that all third-year high schoolers – male and female – must join the armed forces.Soldiers arrive at Sungjin High School. And the third-years – who only have 50 days until they are supposed to sit their university entrance exams – must commence their military training in the school playground. They must learn how to shoot rifles, fight hand-to-hand, and navigate obstacle courses...in their school uniform! Putting the students through their paces will be the platoon leader Lee Chun Ho. Meanwhile, the class teacher Park Eun Young is determined to do what she can to keep her students out of harm’s way. Will the high schoolers help save the planet from doom?(Source: Viki)~~ Adapted from the webtoon ""Duty After School"" (방과 후 전쟁활동) by Ha Il Kwon (하일권).","['Shin Hyun Soo', 'Lee Soon Won']"
44,The Eighth Sense,,,,2023-03-29,2023-04-26,Wednesday,2023,10,240.0,"Ji Hyun, a new student from a peaceful rural town, struggles to adjust to the bustling city life of Seoul. While at university, he meets Jae Won, who has just completed military service. As they share a love of surfing, they begin to develop feelings for each other. During a surfing trip, they share a kiss, but Jae Won acts as if nothing happened, leaving Ji Hyun confused about their connection.(Source: CK Warrior at MyDramaList)","['Im Ji Sub', 'Oh Jun Taek']"
45,The Secret Romantic Guesthouse,SBS ViuTV,['Kim Jung Min'],['Kwon Eum Mi'],2023-03-20,2023-05-16,"Monday, Tuesday",2023,18,233.0,"Yoon Dan Oh had enjoyed a comfortable life as the beloved youngest daughter of a well-off family, but no longer.  Now the family breadwinner, she runs the Ihwawon Inn. Current guests are scholars taking the civil service entrance exam in the hopes of becoming high-ranking officials. Among them are Kang San, Kim Si Yeol, and Jeong Yoo Ha, who all have deep secrets. They and Yoon Dan Oh will share information and cooperate to find Lee Seol, who disappeared 13 years ago.(Source: MyDramaList)~~ Adapted from the novel ""Flower Scholar’s Love Story"" (꽃선비열애사) by Kim Jung Hwa (김정화).","['Shin Ye Eun', 'Ryeoun', 'Kang Hoon', 'Jung Gun Joo']"
46,Welcome to the Lesbian Bar,,,,2023-03-18,2023-03-22,Saturday,2023,5,72.0,,['Lee Si Young']
47,Unintentional Love Story,TVING,['Jang Eui Soon'],,2023-03-17,2023-04-14,Friday,2023,10,210.0,"When Ji Won Young's direct superior at work is fired due to a corruption scandal, Won Young - in spite of being innocent of any wrongdoing - finds himself unceremoniously discharged from the company as well. Desperate to get his job back, Won Young tries to curry favor by tracking down the chairman's favorite artist. He finds the missing man running a pottery shop in a remote town, but it's clear that Yoon Tae Joon has no desire to be found.Won Young decides to hang around town and secretly report whatever he can learn about Tae Joon's self-imposed exile, but when feelings begin to develop between the two, Won Young starts to question his sexuality, his motivations, and whether he even wants to go back to his old life in Seoul. But what will happen when Tae Joon learns Won Young has been spying on him this entire time?(Source: Anime-Planet)~~ Adapted from the webtoon ""Biuidojeog Yeonaedam"" (비의도적 연애담) by Phobe (피비).","['Cha Seo Won', 'Gongchan']"
48,A Shoulder to Cry On,,,['Kang Jae Hyun'],2023-03-15,2023-03-29,"Tuesday, Wednesday",2023,7,257.0,"At school, Lee Da Yeol spends most of his time living as an outsider. Not popular by any stretch of the imagination, Da Yeol’s only real joy comes from his time spent with the archery club. A talented archer whose skills have earned him a scholarship to the school, Da Yeol doesn’t mind being an outsider, so long as he’s free to pursue his greatest passion. But an ill-timed run-in with a devilishly handsome classmate lands him in trouble and places his precious scholarship in jeopardy.One of the school’s most popular students, Jo Tae Hyun has always enjoyed a level of freedom that very few high school students have ever attained. Able to get away with practically anything, the entire school has no problem believing his side of the story when he’s caught fooling around in the nurse’s office with another student and Da Yeol. Claiming Da Yeol was trying to make out with him, Tae Hyun thoughtlessly puts the archer’s scholarship at risk. Desperate to correct the misunderstanding, Da Yeol does everything he can to try to quell the rumors but no matter how hard he tries, it’s just not enough.Completely unremorseful about what he’s done, Tae Hyun seems to take a wicked sort of delight in doing everything he can to make Da Yeol’s life miserable; his favorite method being to follow Da Yeol everywhere. Unable to shake Tae Hyun, Da Yeol spends his days loathing his shadow but the more time he spends with him, the more conflicted his feelings become; leaving him to wonder, where exactly does the line between hate and love end?(Source: Viki)~~ Adapted from the manhwa ""A Shoulder to Cry On"" (소년을 위로해줘) by Dong Mul (동물).","['Kim Jae Han', 'Shin Ye Chan']"
49,My Sister,,,,2023-03-14,2023-05-29,,2023,10,48.0,,
50,Woman in a Veil,KBS2,['Shin Chang Seok'],['Lee Jung Dae'],2023-03-14,2023-08-04,"Monday, Tuesday, Wednesday, Thursday, Friday",2023,103,23.0,"Gyeo Ul witnesses her husband Yu Jin having an affair with her friend Ae Ra who becomes the target of her revenge. It causes Gyeo Ul to lose her eyesight and suffer from lock-in syndrome out of shock.  Gyeo Ul gets involved with Se Rin, an heiress who owns everything. Se Rin is an arrogant and cold-hearted woman who looks down on people and does not hesitate to take revenge on whoever stabs her in the back. (Source: Kocowa)","['Shin Go Eun', 'Choi Yoon Young', 'Lee Chae Young', 'Lee Sun Ho', 'Han Ki Woong', 'Lee Eun Hyung']"
51,Pandora: Beneath the Paradise,Hulu TVING tvN,['Choi Young Hoon'],['Hyun Ji Min'],2023-03-11,2023-04-30,"Saturday, Sunday",2023,16,232.0,"In order to protect her beloved family, Hong Tae Ra must become the First Lady of Korea.Hong Tae Ra has a perfect life with her beloved husband Pyo Jae Hyun and their lovely daughter, except for one thing. Hong Tae Ra has no recollection of her past. One day, she regains her memory and faces her harrowing past. Her perfect life is now broken and she finds herself in an uncontrollable situation. Hong Tae Ra struggles to take revenge on those responsible for her past.Pyo Jae Hyun is married to Hong Tae Ra. He is an extremely smart developer, who developed new technology in the neural smart patch field. He runs his company with gentle leadership skills and a sensible personality. He is admired by those around him. People in the political world begin to talk about him as the next presidential candidate.(Source: AsianWiki)","['Lee Ji Ah', 'Lee Sang Yoon', 'Jang Hee Jin', 'Park Ki Woong', 'Bong Tae Kyu']"
52,The Glory Part 2,Netflix,['Ahn Gil Ho'],['Kim Eun Sook'],"Mar 10, 2023","Mar 10, 2023",Friday,2023,8,412.0,"Moon Dong Eun's silent fury against those students that horrifically abused her during her high school years continues to burn inside of her. She meticulously executes her plan to inflict ultimate pain on her tormentors. Meanwhile, the sudden disappearance of Son Myeong Oh has gotten the attention of the police and his friends. Joo Yeo Jeong follows Moon Dong Eun and is willing to do anything she asks in her pursuit of revenge. Before Moon Dong Eun begins her final moves, she offers her nemesis Park Yeon Jin a chance to save herself if she turns in to the police, but Park Yeon Jin has her own plans to stop Moon Dong Eun. A violent and bloody game of nerves plays out between these rivals.(Source: AsianWiki)","['Im Ji Yeon', 'Lee Do Hyun', 'Song Hye Kyo', 'Yeom Hye Ran', 'Park Sung Hoon', 'Jung Sung Il']"
53,Our Dating Sim,,['Lim Hyun Hee'],['Lee Yun Seul'],2023-03-09,2023-03-30,Thursday,2023,8,112.0,A story about what happens when two men who have been friends since school days meet again at work and create a dating simulation game.(Source: Korean = movie.daum.net || Translation = MyDramaList) ,"['Lee Jong Hyuk', 'Lee Seung Gyu']"
54,Oasis,KBS2 Viki,"['Han Hee', 'Yoon Sung Shik']",['Jung Hyung Soo'],2023-03-06,2023-04-25,"Monday, Tuesday",2023,16,262.0,"During the 1980s, South Korea was undergoing a political change leading to turmoil and social unrest. In a small town in Jeolla Province, two friends, Lee Doo Hak and Choi Cheol Woong, were trying to navigate their way through high school and adolescence. However, their lives were forever changed when Oh Jung Shin, a girl from Seoul, transferred to their school. The trio quickly became close friends, but the two boys developed romantic feelings for Oh Jung Shin as time passed, sparking a love rivalry between them. However, circumstances beyond their control began to rock their young lives. An unexpected incident involving Lee Doo Hak's family resulted in tragedy, pushing him towards violence and revenge. As political events escalated around them, could love be the answer to saving the day for these three young friends?(Source: Viki, edited by CK Warrior at MyDramaList)","['Jang Dong Yoon', 'Seol In Ah', 'Choo Young Woo']"
