eng_title,kor_title,genre,org_net,director,screenwriter,start_dt,end_dt,aired_on,year,tot_eps,synopsis,actor_list,Video Count,Total Views,cond,blog_cnt,after_two_months
Show Window: The Queen's House,쇼윈도:여왕의 집,"['Thriller', 'Mystery', 'Romance', 'Drama']",Channel A Viki,"['Kang Sol', 'Park Dae Hee']",['Han Bo Kyung'],2021-11-29,2022-01-18,"Monday, Tuesday",2021,16,"From the outside, Han Sun Joo’s life has always appeared to be nothing short of perfect. Born into a wealthy family, Sun Joo and her younger brother, Han Jung Won, were raised without a care in the world. Now as adults, Jung Won has grown up extraordinarily warm-hearted, allowing him to maintain an unwavering sense of optimism while Sun Joo has become the ideal married woman, with a gorgeous home, a devoted husband and two beautiful children. Unfortunately, Sun Joo’s perfect life is on the verge of collapse.Absolutely penniless when he married Sun Joo, Shin Myung Seop has spent the entirety of his married life slowly climbing the ranks of his mother-in-law’s company, the LaReine Group. Now well-established in his career, Myung Seop appears to be a devoted husband and father, yet when he meets Yoon Mi Ra, things take a complicated turn. Unable to hide his growing feelings for Mi Ra, Myung Seop pursues her and is pleased to find she reciprocates his feelings. Soon entangled in a secret affair, Myung Seop and Mi Ra live in constant fear of discovery. (Source: Viki)","['Hwang Chan Sung', 'Lee Sung Jae', 'Jeon So Min', 'Song Yoon Ah']",26,15316400,False,"1,787건",2022-01-28
One Ordinary Day,어느 날,"['Thriller', 'Mystery', 'Law', 'Crime']",ViuTV,['Lee Myung Woo'],['Kwon Soon Gyu'],2021-11-27,2021-12-19,"Saturday, Sunday",2021,8,"A drama that explores the criminal justice system from an extremely popular perspective through the fierce story of two men surrounding the murder of a woman. Hyun Soo, an ordinary college student, suddenlybecomes the primarysuspect in a murder case. Shin Joong Han is the only lawyer willing to help Kim Hyun Soo. Having just barely passed law school, Shin Joong Han's involvement in Kim Hyun Soo's case eventuallytakes his unremarkable life to new heights.(Sources: Naver, MyDramaList)~~ Remake of the British TV series ""Criminal Justice"" [2008].","['Cha Seung Won', 'Kim Soo Hyun']",35,25522900,False,"147,147건",2022-01-26
School 2021,학교 2021,"['Romance', 'Youth', 'Drama', 'Melodrama']",KBS2 Viki,['Kim Min Tae'],"['Dong Hee Seon', 'Jo Ah Ra']",2021-11-24,2022-01-13,"Wednesday, Thursday",2021,16,"""School 2021"" is the story of students attending a specialized high school and seeking their ambitions, rather than going off to college. It will delve into how these students learn about love, friendship, true passions, and growing up in an intense environment.Kong Ki Joon is a hardworking student who assumes work and school simultaneously. He is a person who loses his 11-year-old dream of taekwondo due to injury and is unsure of knowing what to do. Jung Young Joo is a transfer student with a hidden story and a past connection to Kong Ki Joon. Jin Ji Won, a confident high school girl with a solid dream, confidently communicates her opinion though she is in conflict with her mother about going to college. Kang Seo Young is a gifted student who is preparing, by herself, for college entrance exams. She is aiming to enter one of the top five universities in Korea.Lee Kang Hoon is a teacher who values a work-life balance. He gradually grows along with his students. Koo Mi Hee is the chairman of the board. Lee Jae Hee is the twin sister of Lee Jae Hyuk. She is a quiet person and strives to make many new changes. Lee Jae Hyuk is Lee Jae Hee's twin. Unlike Jae Hee, Jae Hyuk is the person who receives support from the foundation.(Source: Soompi, Joynews24, xports news; Edited by: Bethany and DyingtobeinKorea at MyDramaList)","['Kim Kang Min', 'Choo Young Woo', 'Cho Yi Hyun', 'Kim Yo Han', 'Hwang Bo Reum Byeol', 'Seo Hee Seon']",32,9114800,False,"117,160건",2022-01-23
We Are Alone,우리는 혼자입니다,"['Romance', 'Drama']",Naver TV Cast,,,2021-11-20,2021-12-18,"Tuesday, Saturday",2021,9,"'We Are Alone' is an ultra-short drama about the daily life, dreams, and love of a 27-year-old college student Jung-woo, a single-person household, reflecting the era in which we have entered a hyper-individualistic society.(Source: Newsfreezone.co.kr) ",,20,50103500,False,"77,139건",2022-01-19
Shadow Beauty,그림자 미녀,"['Thriller', 'Psychological', 'Romance', 'Drama']",Daum Kakao TV Viki,,,2021-11-20,2021-12-29,"Wednesday, Saturday",2021,13,"Because of her looks, Koo Ae Jin is bullied at school and even insulted by strangers. But after school, she leads a secret life: with heavy makeup and hours of photo editing, she lives as Genie, a social media star with 770K followers. While Koo Ae Jin is toeing the line between her true self and Genie, what will happen when a boy from school discovers her secret?(Source: MyDramaList)~~ Adapted from the webtoon ""Shadow Beauty"" (그림자 미녀) by Ahum (아흠).","['Shim Dal Gi', 'Choi Bo Min', 'Lee Na Gyung', 'Heo Jung Hee']",20,5855600,False,459건,2022-01-19
Hellbound,지옥,"['Mystery', 'Horror', 'Drama', 'Supernatural']",Netflix,,['Choi Gyu Seok'],2021-11-19,2021-11-19,Friday,2021,6,"A story about otherworldly beings who appear out of nowhere to issue a decree and condemn individuals to hell. These supernatural events cause great mayhem and enable the religious group The New Truth to grow in influence. A few people, however, become suspicious about its activities and begin investigating its involvement in mysterious events.(Source: IMDb)~~ Adapted from the webcomic ""Hellbound"" (지옥) written by Yeon Sang Ho (연상호) and illustrated by Choi Kyu Seok (최규석).","['Kim Hyun Joo', 'Won Jin Ah', 'Yoo Ah In', 'Yang Ik Jun', 'Park Jung Min']",35,22511700,False,"83,798건",2022-01-18
Part-time Mello,파트타임 멜로,"['Comedy', 'Romance']",,,['Baek Seung Hwa'],2021-11-17,2021-12-23,"Wednesday, Thursday",2021,12,"Seul Mi gets a part-time job at 'Sol&Pub' after giving up on becoming a civil servant.She dreams of new experiences and romance, but instead, unexpected things happen…From her coworkers that don't get along to a selfish manager that dumps his mistakes on someone else!Incompatible chemistry part-time job romance between opposites begin(Source: KOK TV) ","['Dawon', 'Ha Jong Woo', 'Han Soo A', 'Lee Eun Sang', 'Min Soo Hwa']",20,9575000,False,110건,2022-01-16
"Fly, Again","다시, 플라이","['Music', 'Youth', 'Drama']",Daum Kakao TV Viki,['Oh Chung Pung'],['Jang Kyung Rim'],2021-11-13,2021-12-15,"Wednesday, Saturday",2021,10,"With dreams of becoming a celebrity constantly pushing him forward, Han Yo Han decides it’s time to make the transition from a genius dancer to an all-around talented idol. To better pursue his dreams, he transfers to Hanbit Art High School. Unfortunately, things for Yo Han don’t work out so well at his new school, especially not after an unfortunate accident steals his lifelong dreams.Despite the accident, Yo Han is doing his best to search for a new way to make his dreams come true. Coincidentally, he finds himself frequently crossing paths with the members of the dance club, “Villains”. The more time he spends with the dance club, the more he begins to realize an entirely new world has opened up to him. As Yo Han begins to explore this exciting new world, he meets On Ji Min, an honor student who was born to be an idol. With her family constantly pushing her to do better and be the best, she has no idea how to do anything other than overachieving. However, things for both Ji Min and Yo Han change completely after their relationship takes an unexpected turn.With new roads open before them, Yo Han and Ji Min begin to find the courage to dream new dreams. But will they be able to pursue those dreams when everyone and everything around them seems to be trying to hold them back?(Source: Viki)","['Hyung Won', 'Joo Se Bin', 'Park Eun Hye', 'Tony Ahn']",26,794000,False,"2,721건",2022-01-12
The Mysterious Class,남고괴담,"['Mystery', 'Horror', 'Youth', 'Supernatural']",,['Ha Han Me'],,2021-11-12,2021-12-31,Friday,2021,8,"""There are 21 students in our class.""  ""What are you talking about... Your class had 20 students right from the start..!!""Peaceful class 4 of the 3rd grade of Treasure High. Friendship and a mystery thriller while doubting each other. Will they be able to find the ghost?(Source: BambooNetwork.co.kr) ","['Park Ji Hoon', 'Choi Hyun Suk', 'Yoshi', 'Kim Jun Kyu', 'Mashiho', 'Yoon Jae Hyuk']",32,62113000,False,217건,2022-01-11
Adult Trainee,어른연습생,"['Comedy', 'Romance', 'Youth']",TVING,['Yoo Hak Chan'],,2021-11-12,2021-11-26,Friday,2021,7,"""Adult Trainee"" tells the tale of hormonal teenagers as their bodies mature. There is Jae Min, who gets addicted to masturbation, conservative Yu Ra who begins a risqué rendezvous with her male friend and overweight Na Eun who’s never had a boyfriend before. The drama aims to express the raw and truthful worries and love stories of 18 year olds in a way that Gen Z can relate to.(Source: Koreaboo.com) ","['Ryeoun', 'Jo Yoo Jung', 'Ryu Eui Hyun', 'Cho Mi Yeon', 'Kim Min Ki', 'Kwon Young Eun']",32,13028200,False,312건,2022-01-11
Political Fever,이렇게 된 이상 청와대로 간다,"['Comedy', 'Sitcom', 'Political']",,,"['Park Noo Ri', 'Kim Hong Ik', 'Choi Sung Jin']",2021-11-12,2021-11-12,Friday,2021,12,"A black comedy political sitcom about an Olympic gold medalist who was appointed as minister of Ministry of Culture, Sports and Tourism and is facing a kidnapping incident of her husband who is a political critic. (Source: HanCinema) ","['Lee Hak Joo', 'Kim Sung Ryung', 'Baek Hyun Jin', 'Bae Hae Seon']",24,4339800,False,"12,521건",2022-01-11
"Now, We Are Breaking Up",지금 헤어지는 중입니다,"['Romance', 'Drama', 'Melodrama']",SBS ViuTV,['Lee Gil Bok'],['Je In'],2021-11-12,2022-01-08,"Friday, Saturday",2021,16,"As the design department’s team leader of one of the nation’s top fashion companies, Ha Young Eun has made quite a name for herself in the fashion industry. Beautiful, trendy, and intelligent, Young Eun loves her work and she’s good at what she does. But when it comes to relationships, things are a bit different. Pragmatic to a fault, Young Eun often comes across as cold-hearted, as she prioritizes stability over all else.Content in both her work and her life, Young Eun has never really been bothered by the fact that others might see her as cold. But when she meets Yoon Jae Kook, a popular freelance fashion photographer, things take an unexpected turn. The living definition of the perfect man, Jae Kook is wealthy, handsome, and intelligent, but that’s not what catches Young Eun’s attention. There’s something more to Jae Kook that Young Eun just can’t seem to ignore. As if in a dream, Young Eun and Jae Kook find themselves falling for each other. But not all fairy tales have a happy ending. Is theirs a story that will end in heartbreak or will they manage to find their own version of happily ever after, after all?(Source: Viki)","['Kim Joo Heon', 'Song Hye Kyo', 'Jang Ki Yong', 'Choi Hee Seo']",26,8258000,False,"5,400건",2022-01-11
The Red Sleeve,옷소매 붉은 끝동,"['Historical', 'Romance', 'Drama', 'Melodrama']",MBC Viki,"['Jung Ji In', 'Song Yeon Hwa']",['Jung Hae Ri'],2021-11-12,2022-01-01,"Friday, Saturday",2021,17,"In Korea during the second half of the 1700s, Yi San is an aloof and perfection-loving young prince. His father’s killing haunts him, although it leaves him in the position to take the throne once his grandfather – the cruel and ruthless current king responsible for Yi San’s father’s death – dies. He has resolved to become a benevolent monarch who will reform the law when he eventually takes the throne, but the way his father was killed has scarred him emotionally.At court, he meets a young woman named Sung Deok Im. Yi San falls in love with her and tries to convince her to become his official concubine. But Sung Deok Im is strong-willed and free-spirited. She is also intelligent enough to understand that becoming a royal consort to the future king is a prestigious role, but one that would restrict her freedom and likely bring her little in the way of joy. But Yi San’s love for Sung Deok Im is true, and she starts to understand that forming a union with him could ultimately benefit his troubled realm.(Source: Viki)~~ Adapted from the novel ""The Sleeve's Red Cuff"" (옷소매 붉은 끝동) by Kang Mi Kang (강미강).","['Lee Jun Ho', 'Kang Hoon', 'Lee Se Young']",32,35657000,False,"9,080건",2022-01-11
Melancholia,Melancholia,"['Romance', 'Drama', 'Melodrama']",tvN,['Kim Sang Hyub'],['Kim Ji Woon'],2021-11-10,2021-12-30,"Wednesday, Thursday",2021,16,"A sexual scandal between a math teacher and a student in a prestigious high school ends in tragedy. Four years later, they meet again, now both adults, to reveal the corruption in school and to regain one's reputation as a teacher.  Ji Yoon Soo is a high school math teacher with a bright smile and a positive impression of others. She is a hard-nosed and stubborn person who has to push ahead with the decisions she has made. She is a math geek who loves solving difficult problems and teaches students to purely love math.Baek Seung Yoo is emotionless and has no light in his eyes. He used to be a math genius who appeared on a quiz program at the age of five and surprised the world by solving college-level math problems. He was admitted to MIT at the age of 10 but dropped out at the age of 12, and suddenly disappeared. (Source: CJ ENM)","['Jin Kyung', 'Lee Do Hyun', 'Choi Dae Hoon', 'Im Soo Jung']",23,8009600,False,118건,2022-01-09
